,match_id,duration,radiant_win,radiant_denies,radiant_runes,radiant_cosmetics,radiant_camps_stacked,radiant_last_hits,radiant_consumables,radiant_ability_used,radiant_obs,radiant_portal_used,radiant_fruit_plucked,radiant_lamp_used,radiant_sent,dire_denies,dire_runes,dire_cosmetics,dire_camps_stacked,dire_last_hits,dire_consumables,dire_ability_used,dire_obs,dire_sent,dire_portal_used,dire_fruit_plucked,dire_lamp_used,avg_gold_adv_early,avg_xp_adv_early,radiant_kill_courier,dire_kill_courier,radiant_kill_rs,dire_kill_rs,radiant_aegis,dire_aegis,radiant_chat,dire_chat
0,7115636736,2347,False,55,14,18,9,759,33,597,18,0,0,0,36,30,35,17,8,995,47,741,18,35,0,0,0,246.5,289.6,1,1,0,1,0,1,28,19
1,7099875329,1383,False,5,1,5,2,304,16,402,11,0,0,0,14,40,29,21,1,439,20,350,10,11,0,0,0,-4111.9,-1667.3,0,3,0,1,0,1,23,21
2,7237632006,2117,False,48,24,6,12,865,32,1019,16,3,2,20,26,31,29,11,18,1119,34,582,18,28,1,5,9,-345.7,-463.3,1,2,0,2,0,1,66,35
3,7230619656,1865,True,35,18,4,8,709,26,594,14,0,7,13,21,24,28,2,8,783,31,630,15,22,0,7,9,-647.1,-213.7,1,2,0,0,0,0,18,3
4,7221346319,1656,False,42,9,3,5,591,21,533,12,0,7,9,10,32,27,6,1,639,22,411,13,20,0,3,11,55.3,190.5,2,1,0,0,0,0,13,9
5,7215906831,2083,False,23,27,14,13,1220,39,715,15,1,5,19,20,61,21,8,14,1147,32,775,16,28,9,3,14,-1337.4,-763.5,0,2,0,2,0,2,13,24
6,7099351056,2652,False,59,16,13,6,1149,44,1017,22,0,0,0,37,57,37,12,15,1187,48,759,21,34,0,0,0,-984.1,-924.9,3,1,0,3,0,3,33,30
7,7120060434,1259,True,38,19,0,5,342,29,434,10,1,6,7,12,8,9,0,0,162,18,407,8,7,0,1,2,2810.6,2057.8,1,1,0,0,0,0,6,8
8,7050133521,2263,True,58,22,17,10,930,28,1233,17,0,0,0,17,18,22,17,1,1110,18,729,16,14,0,0,0,1373.6,917.5,3,3,1,0,1,0,23,38
9,7073562645,1794,False,23,13,0,1,505,13,552,14,0,0,0,13,62,24,0,1,680,24,642,15,16,0,0,0,-568.2,-426.6,2,2,1,0,1,0,5,8
10,7041843215,2479,True,64,34,8,6,1102,26,750,20,0,0,0,36,28,12,21,3,1233,28,1029,19,35,0,0,0,-338.7,14.8,2,0,3,0,3,0,55,127
11,7199653917,2106,False,43,26,19,7,1007,30,1001,15,15,8,25,24,35,23,27,12,1037,34,735,16,27,7,2,11,574.1,475.8,1,0,0,2,0,2,18,14
12,7191232544,1906,True,36,25,1,8,756,25,692,13,8,8,15,23,35,20,2,15,782,21,627,14,24,0,6,11,1025.6,1037.7,2,1,2,0,2,0,37,130
13,7175897120,2294,True,31,34,15,8,1046,33,558,20,6,12,23,29,30,26,13,11,1191,37,665,18,30,3,5,15,867.3,75.7,2,1,1,1,1,1,19,64
14,7078477856,4042,False,29,37,8,10,1395,39,884,31,0,0,0,57,43,40,24,9,1250,41,1315,30,58,0,0,0,-694.9,-344.3,1,1,3,2,3,2,54,28
15,7035158560,2094,False,27,9,8,4,582,19,935,14,0,0,0,26,29,37,8,3,677,55,938,12,18,0,0,0,-240.7,230.4,1,1,0,2,0,2,47,15
16,7168753711,1916,True,49,26,19,4,999,27,792,14,10,5,16,21,29,16,15,6,793,29,555,14,24,5,4,13,135.1,675.8,0,1,1,0,1,0,14,22
17,7046266928,2712,False,27,22,16,7,1084,27,916,21,0,0,0,37,53,31,10,8,1436,44,1258,21,41,0,0,0,-663.9,-720.0,4,0,0,3,0,3,27,60
18,7115931702,2404,True,51,35,19,2,976,48,928,19,0,0,0,36,53,17,18,8,680,39,1302,17,34,0,0,0,1112.3,940.3,1,0,0,2,0,2,12,14
19,7217184825,1431,True,37,23,19,9,670,29,559,10,0,4,8,17,21,16,18,6,459,31,475,11,19,1,3,7,948.9,842.8,0,0,1,0,1,0,18,25
20,7160954937,1160,False,29,8,17,3,255,17,2116,10,0,6,3,16,31,21,18,3,427,36,416,9,13,1,7,6,-945.875,-1074.25,2,1,0,0,0,0,57,9
21,7122812986,1466,False,23,15,16,2,475,23,381,12,3,8,13,15,53,24,10,2,598,36,560,13,16,9,4,11,-1614.8,-903.8,6,0,0,1,0,1,0,4
22,7051477052,1659,False,25,21,22,4,537,14,1740,11,0,0,0,12,29,12,8,3,524,41,365,13,21,0,0,0,549.3,586.6,2,0,0,1,0,1,3,8
23,7192477757,1924,False,38,18,20,5,779,21,566,15,4,5,11,27,56,26,12,9,885,22,742,14,24,7,7,11,-718.6,-106.4,1,4,1,1,1,1,38,9
24,7040204874,1917,False,47,11,23,2,655,48,1560,15,0,0,0,29,44,28,11,9,706,20,439,15,28,0,0,0,-1169.9,-1132.1,3,3,0,2,0,2,13,36
25,7134773328,2500,False,50,22,25,24,1184,41,966,19,3,5,29,33,27,37,20,9,1167,40,961,19,28,7,11,21,450.9,471.8,0,3,0,2,0,2,10,8
26,7171670097,2510,True,27,19,11,15,1031,54,743,20,2,11,24,33,37,39,17,2,798,41,757,19,32,5,5,18,475.3,-71.7,1,1,1,1,1,1,21,30
27,7126548563,2668,False,24,28,10,5,939,44,895,21,8,10,25,32,42,34,13,7,1065,43,802,20,33,8,7,18,-1387.5,-401.1,2,3,1,1,1,1,56,40
28,7096762457,2044,False,12,19,10,4,849,27,915,15,0,0,0,35,15,20,11,15,794,38,802,17,32,0,0,0,-1165.8,-1606.8,1,0,0,1,0,1,295,16
29,7131889760,1837,True,22,36,4,6,1109,21,879,15,9,10,21,20,27,10,7,10,760,30,638,14,22,3,7,18,820.0,-267.5,13,0,1,0,1,0,42,5
30,7167246434,1126,True,47,15,14,6,524,28,329,9,6,4,18,15,19,14,25,4,349,26,408,9,15,6,2,14,1774.625,946.875,0,1,0,0,0,0,2,22
31,7087194210,1986,False,47,17,21,2,1132,38,732,16,0,0,0,30,41,25,18,12,855,60,900,16,32,0,0,0,-469.1,-164.9,1,1,1,1,0,1,98,22
32,7126057061,2150,False,47,23,11,4,972,38,1024,15,5,6,20,23,46,28,9,6,921,35,768,17,27,8,7,16,389.2,-62.4,0,0,0,2,0,2,109,65
33,7227441265,2366,False,36,21,5,3,1150,29,897,19,2,7,21,32,32,36,16,3,1045,32,1761,19,33,2,4,15,276.9,-595.5,2,3,0,2,0,2,43,21
34,7046004853,3124,True,44,37,20,4,1570,41,1554,23,0,0,0,45,43,31,16,13,1772,76,979,25,45,0,0,0,-1073.9,-436.2,1,2,3,0,3,0,44,38
35,7046103159,1465,True,32,23,16,7,552,28,499,11,0,0,0,18,13,10,13,8,675,32,467,10,19,0,0,0,1449.1,676.6,2,0,1,0,1,0,29,101
36,7150370936,1905,True,20,21,15,7,585,22,755,16,1,5,13,19,75,28,9,4,647,23,497,16,19,1,2,13,-1059.1,-1022.9,0,0,1,0,1,0,24,8
37,7100596344,1713,False,58,13,0,2,592,23,328,13,0,0,0,17,29,22,2,3,577,24,468,13,14,0,0,0,-433.8,-342.9,0,0,0,0,0,0,5,6
38,7164887164,2936,True,52,43,24,8,1549,38,1174,22,0,14,20,38,52,27,14,3,1262,46,1312,23,38,17,10,23,179.7,26.3,5,3,1,2,1,2,22,17
39,7111016576,1762,False,45,21,20,19,863,40,489,14,0,0,0,24,23,16,10,8,756,21,595,15,19,0,0,0,1010.7,772.0,1,2,0,1,0,1,3,16
40,7221772418,1560,True,17,19,17,1,717,21,471,13,1,13,7,16,28,19,16,6,599,21,443,12,16,0,2,5,92.7,770.8,2,4,0,0,0,0,15,31
41,7089389700,1431,True,61,17,7,0,682,33,374,12,0,0,0,19,18,12,10,2,408,16,367,11,18,0,0,0,1921.3,1663.8,0,1,1,0,1,0,10,29
42,7144734855,1207,True,22,20,4,6,438,33,374,11,1,4,5,17,12,8,4,0,286,16,271,9,14,0,0,3,4408.5,2128.7,5,2,0,0,0,0,21,4
43,7044530312,1940,False,33,8,15,10,734,28,997,15,0,0,0,28,51,32,5,11,856,21,657,16,20,0,0,0,-796.9,-1229.8,1,0,1,0,1,0,13,35
44,7230881931,2321,False,26,30,7,9,1230,32,655,18,1,5,19,26,22,26,0,5,1122,51,791,18,31,4,5,14,-758.3,-628.4,1,2,0,2,0,2,24,143
45,7085588619,2402,True,41,25,19,8,1010,19,876,19,0,0,0,18,26,22,14,7,1045,23,785,20,32,0,0,0,524.0,784.1,2,1,2,0,2,0,7,36
46,7101022350,2553,True,54,35,6,19,1201,49,1000,19,0,0,0,38,39,18,16,7,1025,32,4944,21,39,0,0,0,612.7,913.5,1,1,1,1,1,1,28,31
47,7079428238,1956,False,19,18,12,3,744,42,571,15,0,0,0,30,63,23,18,10,867,34,641,14,27,0,0,0,-1751.3,-1623.2,0,4,1,1,1,1,37,23
48,7079231635,2221,True,52,22,9,13,1025,38,818,18,0,0,0,33,37,23,13,6,907,37,565,17,33,0,0,0,-718.2,-361.8,1,3,2,0,2,0,6,34
49,7222984853,3002,True,27,37,20,26,1600,40,881,24,6,6,18,38,82,37,16,8,1563,51,1114,23,38,7,11,41,764.7,16.1,0,1,3,0,3,0,35,6
50,7113080983,1756,False,44,15,20,16,709,29,536,14,0,0,0,29,43,24,17,12,734,50,936,12,24,0,0,0,-362.8,219.3,3,3,0,1,0,1,12,13
51,7132446872,2764,True,33,31,17,11,1291,29,720,21,8,7,28,34,30,33,9,5,1318,32,774,21,36,21,9,21,-273.6,265.7,0,2,1,1,1,1,20,38
52,7095845015,2023,False,27,16,0,2,879,34,428,14,0,0,0,20,36,25,0,5,907,16,465,16,21,0,0,0,542.9,813.9,0,0,1,0,1,0,14,6
53,7102759071,1665,False,29,15,1,6,740,24,477,13,0,0,0,14,32,20,13,7,681,29,459,13,22,0,0,0,-631.3,-1058.5,1,0,0,1,0,1,25,41
54,7050002591,2548,True,35,24,15,4,1100,32,832,20,0,0,0,24,35,31,22,11,1168,29,761,18,23,0,0,0,-487.2,19.4,2,6,2,0,2,0,16,32
55,7049805988,1931,True,12,21,3,3,643,25,621,16,0,0,0,17,31,20,11,8,726,19,558,15,27,0,0,0,-795.5,-247.4,0,1,2,0,2,0,10,1
56,7224623274,2431,True,27,27,26,13,1081,61,960,20,9,7,17,31,45,33,18,20,1359,36,1554,19,26,1,2,14,62.5,-202.4,3,3,1,1,1,1,7,14
57,7125860523,677,False,19,4,11,3,172,33,190,5,3,3,4,10,32,14,5,3,213,21,199,5,6,3,3,9,-779.75,-472.75,0,1,0,0,0,0,6,12
58,7095910693,2044,True,54,24,7,4,807,30,705,16,0,0,0,32,38,21,1,7,593,22,474,15,27,0,0,0,460.3,171.5,1,4,1,1,1,0,45,4
59,7074578729,2908,False,41,25,11,5,1364,38,769,22,0,0,0,37,47,32,5,6,1110,74,907,22,41,0,0,0,-628.4,-534.0,0,1,0,3,0,3,48,7
60,7151976748,2461,True,16,29,3,6,734,39,1022,19,1,8,13,23,37,21,15,6,856,44,856,19,30,4,6,20,-1145.6,-469.1,2,2,0,1,0,1,63,11
61,7041777968,2369,False,21,21,11,10,1009,33,790,18,0,0,0,31,59,36,7,12,985,20,1260,18,23,0,0,0,-771.5,-943.6,0,2,0,2,0,2,48,19
62,7038173490,2173,True,40,31,0,5,765,39,702,18,0,0,0,29,22,11,1,3,560,22,1086,17,32,0,0,0,1279.5,1524.4,0,3,1,0,1,0,37,18
63,7111737651,1689,True,25,13,12,4,704,21,541,14,0,0,0,16,39,21,2,3,626,20,442,13,16,0,0,0,-1335.4,-635.9,0,1,1,0,1,0,5,9
64,7071891763,2021,False,29,20,19,15,931,27,687,13,0,0,0,19,57,20,12,4,923,39,613,17,29,0,0,0,519.8,671.7,2,2,1,1,1,1,42,17
65,7176487229,1393,False,27,19,0,1,387,17,405,11,2,11,7,6,23,19,8,0,396,23,612,9,6,0,2,5,-304.4,-335.8,0,0,0,0,0,0,3,6
66,7120224573,1923,True,35,33,16,8,986,36,591,15,18,8,13,25,21,17,16,1,687,26,484,15,25,5,2,12,2362.4,1405.4,2,4,2,0,2,0,5,21
67,7219446080,2016,True,47,30,18,8,783,25,644,17,18,13,15,24,39,21,12,7,842,32,1161,16,22,2,7,16,255.3,91.2,1,1,2,0,2,0,42,49
68,7121338689,1593,False,41,14,2,1,441,17,424,13,4,7,7,19,30,24,12,6,574,41,456,12,9,6,14,14,-1543.7,-563.1,0,1,0,1,0,1,83,52
69,7076315458,1791,False,33,15,25,2,715,28,548,12,0,0,0,13,31,22,8,6,767,19,639,15,25,0,0,0,-998.9,-226.8,0,0,0,1,0,1,6,13
70,7081132356,2194,False,31,17,9,8,767,22,550,18,0,0,0,28,22,24,7,4,866,26,726,17,29,0,0,0,-839.9,-351.7,0,3,1,0,1,0,21,27
71,7195722054,2672,True,67,26,10,10,1287,25,1365,20,16,3,20,31,25,35,24,8,1098,31,976,21,35,5,14,21,415.8,1085.0,0,2,1,2,1,1,20,45
72,7128285512,1675,True,39,18,3,7,649,39,740,12,1,9,11,21,14,22,11,11,682,26,349,15,24,0,1,9,1729.5,1250.0,2,1,1,0,1,0,11,7
73,7045349711,1986,False,31,14,15,9,598,36,742,16,0,0,0,26,70,24,5,8,780,26,649,14,27,0,0,0,-913.5,-897.5,0,1,1,0,1,0,61,22
74,7223542096,2444,True,43,33,12,12,1371,42,931,18,12,9,27,31,69,23,16,5,1373,28,483,19,32,7,11,16,-446.8,-322.6,4,3,1,2,1,2,21,35
75,7159546200,2518,True,69,33,0,14,1190,15,737,18,0,6,19,21,36,28,6,6,831,18,814,18,13,0,5,11,1051.8,584.0,2,4,1,0,1,0,3,6
76,7129530712,1188,False,17,10,3,1,275,27,318,8,1,2,7,12,26,15,5,4,411,36,358,10,15,3,6,11,-1449.375,-739.875,0,2,0,0,0,0,67,68
77,7065010525,2570,True,41,31,21,4,1024,34,886,19,0,0,0,36,35,20,17,0,952,31,860,20,39,0,0,0,90.4,474.4,0,3,3,0,3,0,14,16
78,7110459745,1676,True,44,21,22,1,593,38,805,13,0,0,0,17,15,15,19,5,529,34,528,13,20,0,0,0,652.8,1205.1,1,1,1,0,1,0,3,9
79,7035847009,2367,True,34,20,14,5,1143,42,1074,19,0,0,0,35,54,31,12,2,982,39,669,21,38,0,0,0,-1576.5,-1017.8,4,5,2,0,2,0,87,27
80,7070122343,2076,False,49,24,7,6,787,23,438,15,0,0,0,28,49,18,6,3,870,24,450,17,32,0,0,0,588.7,-245.7,4,2,1,0,1,0,12,65
81,7132447081,1711,True,53,29,25,7,951,26,768,13,4,5,15,22,23,9,17,10,439,22,504,13,21,0,2,8,2919.1,2539.0,0,1,1,0,1,0,6,5
82,7198343539,2630,True,30,39,19,6,1015,43,677,20,7,9,24,33,25,23,20,11,1394,26,1084,19,33,17,12,33,-353.3,-493.2,3,2,3,0,3,0,10,6
83,7232881012,2466,False,27,31,0,2,1220,18,715,18,0,16,10,16,33,30,0,6,1067,25,809,15,16,0,1,11,1878.5,504.7,0,2,0,0,0,0,7,10
84,7096009077,1391,False,12,7,16,4,431,17,1373,8,0,0,0,7,55,26,25,3,672,18,392,11,10,0,0,0,-2760.0,-1644.0,5,1,0,1,0,1,22,14
85,7077134711,1924,True,36,23,1,5,758,31,763,16,0,0,0,18,39,17,14,1,789,27,438,16,28,0,0,0,467.7,112.6,0,1,2,0,2,0,60,8
86,7179403643,2333,True,37,31,4,11,1147,35,1213,18,4,6,22,31,50,24,15,6,1081,30,921,18,30,3,10,13,-817.2,-589.4,2,2,1,1,1,1,41,22
87,7238451581,1460,False,22,16,15,5,499,16,458,11,0,6,8,2,44,11,8,12,569,25,717,11,17,2,1,5,-437.4,-250.6,0,2,0,0,0,0,5,3
88,7238615425,1262,False,19,8,7,0,350,28,510,11,1,6,7,17,28,22,1,1,516,28,478,11,18,1,1,10,-1084.1,-307.6,2,1,0,0,0,0,50,13
89,7182549379,2338,False,26,35,18,0,1089,40,867,18,5,4,23,30,33,19,17,14,1092,40,849,17,25,9,9,21,348.6,400.5,1,1,0,2,0,2,25,44
90,7161315720,2157,False,41,24,4,3,755,37,682,18,5,9,10,30,20,28,9,8,795,40,765,18,30,5,2,8,-501.1,-67.3,3,0,1,1,1,1,121,29
91,7204569485,1715,True,52,17,10,2,593,26,699,14,4,7,12,17,27,22,3,12,646,34,525,14,21,2,4,8,-1273.9,-486.3,1,0,1,0,1,0,33,10
92,7164952974,1977,False,23,12,21,21,882,18,479,15,1,3,16,26,51,35,21,14,974,31,697,15,18,16,3,14,-2079.3,-1935.6,1,2,0,2,0,2,26,13
93,7196311954,2059,True,32,25,13,28,1142,40,1180,16,0,3,22,27,42,24,15,18,905,48,786,16,27,4,8,12,-165.2,74.2,7,1,1,1,1,1,15,15
94,7237861782,2086,True,41,29,1,8,926,27,562,16,0,9,11,26,58,22,4,13,847,23,382,17,23,0,3,13,522.4,278.5,0,4,0,0,0,0,12,11
95,7104758170,1652,False,20,8,9,15,748,13,491,11,0,0,0,15,20,26,12,5,838,26,512,15,20,0,0,0,-395.4,-2.1,2,0,0,0,0,0,88,11
96,7043056031,1759,True,15,15,9,0,544,31,563,13,0,0,0,11,33,21,17,3,681,20,509,6,4,0,0,0,-1511.2,-417.0,2,0,1,0,1,0,11,3
97,7119765928,1991,False,39,24,17,17,1030,27,785,15,17,7,26,25,48,24,14,6,900,41,867,16,27,10,6,17,89.3,-92.1,7,1,0,2,0,2,3,30
98,7213711785,1606,True,42,19,11,4,684,28,676,12,6,8,10,18,21,17,15,4,585,20,583,13,23,4,2,12,481.0,930.5,2,0,1,0,1,0,40,45
99,7181369770,1913,True,33,27,2,10,787,22,764,14,3,3,7,24,36,14,16,9,670,40,383,16,25,6,4,9,1091.7,890.5,1,0,1,0,1,0,11,18
100,7099548073,1529,True,51,17,18,1,669,31,604,12,0,0,0,23,13,12,11,1,360,21,303,11,23,0,0,0,3015.8,1933.9,2,2,1,0,1,0,7,7
101,7133561263,1682,True,21,21,13,9,806,19,460,14,2,6,11,20,34,18,9,6,832,34,488,13,22,4,3,7,74.0,-31.8,1,1,0,0,0,0,31,17
102,7073268144,1506,False,33,14,0,7,529,25,419,13,0,0,0,23,43,21,0,2,471,17,544,13,9,0,0,0,-265.1,-706.2,0,1,0,1,0,1,5,5
103,7113834932,1195,False,27,10,8,6,377,24,409,10,0,0,0,12,32,16,0,4,365,36,478,10,11,0,0,0,-1108.5,-338.0,1,1,0,0,0,0,6,6
104,7104889270,1378,False,37,15,15,3,524,32,681,11,0,0,0,17,21,17,24,6,551,26,413,10,19,0,0,0,-811.8,-216.9,0,2,0,0,0,0,12,9
105,7072448951,3213,True,34,28,13,8,1210,45,1114,24,0,0,0,43,51,36,12,4,1535,55,1051,25,49,0,0,0,-131.7,-840.1,4,3,3,1,3,1,69,26
106,7224918456,1288,True,39,18,16,6,659,28,453,11,2,4,7,16,35,15,18,6,563,36,574,10,16,0,3,10,1680.7,1515.4,1,0,1,0,1,0,13,64
107,7229342137,1597,True,26,19,14,10,624,28,693,12,0,5,12,21,41,23,18,1,711,29,612,12,21,5,6,15,-461.2,-881.3,3,0,1,0,1,0,80,117
108,7196377529,1970,False,32,23,1,8,904,29,632,15,1,6,13,19,30,24,11,11,759,21,617,14,22,1,3,10,888.9,864.2,0,0,0,1,0,1,8,9
109,7174554043,2070,True,42,28,19,12,1072,43,799,16,10,7,11,26,20,22,13,9,939,44,644,16,27,2,6,16,1200.6,1731.1,1,4,2,0,2,0,16,33
110,7128187321,1604,True,26,18,19,14,671,26,585,13,33,3,13,17,20,22,18,4,559,24,573,13,14,11,1,15,663.0,590.6,0,0,1,0,1,0,11,34
111,7175111105,2958,False,44,32,15,6,1410,38,910,24,14,17,17,40,43,38,14,11,1672,39,1183,24,37,23,12,28,-420.7,-347.1,0,1,1,1,1,1,47,41
112,7222297028,2187,False,28,15,9,7,864,37,973,17,5,9,10,28,48,32,2,10,1111,31,710,17,29,3,4,10,-2183.3,-1566.1,2,3,1,1,1,1,157,46
113,7073989063,1650,True,28,13,12,6,913,24,729,14,0,0,0,26,22,22,1,3,677,28,599,13,18,0,0,0,-108.1,-325.7,1,2,0,0,0,0,24,17
114,7172096463,1556,False,32,10,20,9,506,23,651,11,2,7,7,20,38,23,15,9,629,43,553,14,23,2,4,14,-2078.9,-1188.8,3,0,0,0,0,0,58,17
115,7094403536,1680,True,28,15,20,10,844,36,412,13,0,0,0,25,47,25,20,6,713,41,390,13,25,0,0,0,-1251.1,-757.1,0,0,1,0,1,0,1,3
116,7082705360,1460,True,38,22,20,2,580,25,539,13,0,0,0,19,32,10,17,4,373,22,387,12,14,0,0,0,1434.9,901.2,0,0,0,0,0,0,51,16
117,7109706194,2289,True,23,22,14,2,844,40,941,17,0,0,0,32,28,32,13,4,816,31,571,17,23,0,0,0,555.3,-106.4,1,3,2,0,2,0,58,46
118,7179993722,1820,True,55,19,1,7,847,22,622,15,4,7,10,16,39,22,4,3,808,28,622,14,18,1,1,8,143.9,632.5,1,1,1,0,1,0,2,17
119,7135265403,1863,False,42,17,0,4,623,33,510,15,0,8,12,13,35,26,0,8,744,23,553,14,10,0,5,14,-717.8,97.1,4,3,0,0,0,0,3,3
120,7132185214,3282,False,31,37,2,11,1347,38,1868,25,0,6,26,41,27,36,15,11,1523,21,2593,23,39,5,7,27,829.9,1117.3,1,4,3,0,3,0,84,11
121,7112884864,3408,True,31,37,17,15,1268,28,906,26,0,0,0,50,32,23,19,6,2016,97,1361,25,49,0,0,0,971.1,611.0,2,1,2,2,2,2,101,36
122,7233897093,1765,True,31,25,10,7,811,41,543,14,8,6,12,23,31,24,12,7,653,36,661,14,24,0,6,10,-325.8,10.8,2,7,1,0,1,0,14,10
123,7057703556,2098,False,23,14,1,8,538,32,655,17,0,0,0,23,30,30,5,0,692,22,792,12,15,0,0,0,-13.6,-108.5,2,3,0,2,0,2,110,19
124,7053869704,1739,False,10,9,6,6,700,34,508,13,0,0,0,24,58,25,1,6,750,29,535,13,20,0,0,0,-1245.2,-1013.1,2,0,0,1,0,1,28,66
125,7051805320,1851,True,52,22,15,5,712,29,457,15,0,0,0,22,43,18,27,4,614,18,403,15,19,0,0,0,-100.7,482.0,2,0,1,0,1,0,13,5
126,7062454927,1439,True,41,18,7,8,652,17,424,12,0,0,0,16,39,13,12,6,569,21,278,12,21,0,0,0,1300.5,993.3,1,0,1,0,1,0,10,28
127,7228686994,2228,False,27,23,0,4,777,25,642,14,2,5,11,18,36,33,0,3,1057,16,803,17,18,4,7,13,-630.7,-394.8,3,0,0,1,0,1,23,7
128,7219839634,1477,False,44,16,10,6,564,20,363,12,1,1,8,20,29,21,0,4,590,35,782,12,17,4,7,14,-263.5,-298.0,2,3,0,0,0,0,10,43
129,7159218837,1924,True,40,22,18,2,732,31,905,16,2,5,17,20,15,23,2,6,798,26,476,13,19,2,6,7,-1647.0,-232.5,0,2,0,1,0,1,7,15
130,7215252120,1736,True,23,28,17,10,761,30,699,13,8,4,6,21,25,14,18,2,495,32,886,14,24,5,5,9,640.3,272.0,1,0,1,0,1,0,58,49
131,7183598234,4251,True,59,66,20,3,1729,42,1400,32,16,17,23,54,28,43,19,6,2145,45,1094,32,52,2,4,31,1883.1,1093.6,0,0,5,0,5,0,39,28
132,7164232346,1914,True,22,28,15,5,847,29,664,16,1,6,22,19,26,15,11,11,863,28,753,14,23,0,7,12,368.4,801.0,0,0,0,1,0,1,13,11
133,7183663772,2480,False,40,32,17,2,879,31,1092,18,10,8,11,30,35,30,19,11,1028,51,1023,20,32,2,8,21,1089.5,1073.2,5,4,1,1,1,1,22,36
134,7065895578,2475,True,26,19,16,1,1041,33,1153,19,0,0,0,31,24,31,17,4,1047,23,839,19,32,0,0,0,-1121.5,-773.4,4,2,0,1,0,1,148,38
135,7229932191,1627,False,20,20,4,3,739,24,399,10,0,5,11,8,58,19,12,5,797,20,1198,13,15,5,7,9,-1255.9,-836.3,1,0,0,1,0,1,14,8
136,7099876003,2478,False,45,26,14,0,1039,32,749,19,0,0,0,35,50,22,17,2,906,60,5377,18,36,0,0,0,1944.7,403.4,1,0,0,2,0,2,12,17
137,7179928229,1975,True,27,37,23,9,1072,32,655,16,7,6,17,23,50,18,12,12,814,29,583,16,26,3,9,13,550.7,300.7,1,0,2,0,2,0,33,37
138,7216497318,1586,True,30,25,7,14,750,25,556,13,6,2,14,22,45,11,1,7,537,40,345,13,21,5,6,9,572.8,724.4,2,0,1,0,0,0,15,161
139,7076446889,2052,False,30,21,0,3,723,34,794,17,0,0,0,13,58,21,0,7,676,35,973,14,13,0,0,0,-312.2,-184.4,3,0,1,1,1,1,48,10
140,7061701291,1617,False,30,22,1,6,593,27,310,12,0,0,0,24,42,15,7,0,621,19,600,13,25,0,0,0,-2459.2,-1768.9,2,4,0,2,0,2,49,33
141,7215809207,2237,False,23,27,6,16,1078,17,735,18,1,9,17,20,30,33,4,5,1152,26,413,14,21,0,7,21,100.1,182.6,1,3,0,0,0,0,14,15
142,7174914744,1461,True,48,17,13,1,507,40,463,13,0,3,6,21,44,17,14,1,447,21,1602,13,14,3,8,7,861.8,914.3,0,3,0,0,0,0,10,30
143,7193887417,3098,False,26,37,33,4,1397,59,1666,24,11,3,24,40,34,39,6,14,1320,36,1134,24,40,2,7,23,1271.7,-0.8,3,1,1,1,1,1,22,67
144,7231701690,1638,False,47,20,21,4,629,40,511,12,16,7,9,21,30,19,17,7,770,35,517,14,24,11,3,5,-166.4,72.6,3,0,0,2,0,2,33,27
145,7134020281,2583,True,61,31,20,3,824,62,5727,20,12,10,28,34,33,27,15,2,943,30,899,20,34,9,14,20,1019.9,1036.5,0,1,2,0,2,0,26,76
146,7156859580,1529,False,27,11,3,9,566,22,449,13,3,27,8,17,38,23,6,14,681,19,748,13,23,0,3,9,422.9,293.3,5,1,0,0,0,0,99,40
147,7097451196,1714,True,24,15,6,4,646,21,513,14,0,0,0,17,33,23,15,2,729,20,482,14,18,0,0,0,-858.3,-624.0,1,3,1,0,1,0,27,15
148,7221117636,1918,True,40,21,4,4,947,16,819,15,1,13,14,16,38,27,2,7,756,44,530,15,24,0,1,10,84.3,-122.7,1,2,1,0,1,0,49,25
149,7220691653,2382,True,22,35,4,21,1074,37,750,18,7,3,13,30,47,23,0,3,1094,48,852,19,31,3,8,17,-1111.9,-632.8,2,2,2,0,2,0,5,187
150,7046824649,1262,False,34,7,18,0,366,23,251,10,0,0,0,13,19,20,4,3,487,16,457,9,6,0,0,0,-1667.0,-968.6,0,0,0,0,0,0,9,16
151,7220101834,2493,True,17,19,10,10,883,42,837,20,3,5,23,34,38,40,1,5,965,62,925,19,33,6,5,12,-2527.1,-633.4,2,2,0,2,0,2,83,167
152,7226983115,1750,False,27,18,17,7,712,29,744,13,1,2,11,17,33,25,17,7,697,30,787,13,22,12,11,12,-202.9,759.9,1,2,0,2,0,2,10,28
153,7104725707,3103,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4376.0,0.0,0,0,0,0,0,0,0,0
154,7042335434,2006,True,34,21,12,2,746,25,708,17,0,0,0,26,23,16,4,5,810,26,433,15,25,0,0,0,727.5,-434.8,1,0,0,1,0,1,30,20
155,7138083539,2233,True,32,23,0,9,998,30,808,15,0,6,15,14,23,26,0,2,784,32,749,15,9,0,4,10,1096.7,753.5,0,1,0,0,0,0,3,8
156,7156794076,1714,False,28,16,0,5,727,26,352,15,0,2,13,20,29,22,0,7,672,19,392,10,6,0,3,12,1970.5,1117.5,0,0,0,0,0,0,4,6
157,7116718813,2584,False,32,20,13,5,1245,26,786,20,4,13,35,25,40,41,15,9,1097,33,1305,19,31,18,9,27,-473.0,-184.8,0,1,0,2,0,2,67,41
